Zodenen	54.38306	20.45639	PL	85
Varyazhanka	50.63333	24.16667	PL	00
Strvyazh	49.6	23.46667	PL	00
Solokiya	50.38333	24.25	PL	00
Rata	50.35148	24.24569	PL	00
Lekhnova	49.26667	22.83333	PL	00
Hrodzyenskaye Uzvyshsha	53.66514	23.54748	PL	81
Kanal Butsovskiy	49.95	22.93333	PL	80
Wlodawka	51.53333	23.56667	PL	75
Zastawie	50.93755	23.34217	PL	75
Wichrowiec	53.35418	20.69279	PL	85
Predocin	51.14791	21.32704	PL	78
Parszywka	50.41667	20.41667	PL	84
Malszewko	53.58333	20.71667	PL	85
Poraj	50.89962	23.99191	PL	75
Zyzoga	50.35	21.9	PL	80
Zyznowo	53.04338	21.88255	PL	81
Zyznow	50.61667	23.28333	PL	75
Zyznow	49.81668	21.84781	PL	80
Zyzniewo	53.05275	21.88961	PL	81
Zyzdroj Wielki	53.65039	21.29228	PL	85
Zyzdrojowy Piecek	53.65712	21.26672	PL	85
Zyzdrojowa Wola	53.65834	21.28335	PL	85
Zywy	54.05853	22.03597	PL	85
Zywkowo	52.96737	23.41004	PL	81
Zywki	54.05735	21.96067	PL	85
Zywawoda Szury	54.16643	22.86944	PL	81
Zywawoda Stara	54.17962	22.86025	PL	81
Zywawoda Pienki	54.17471	22.88062	PL	81
Zywa Woda	54.16772	22.88563	PL	81
Zytowo	54.18449	20.62477	PL	85
Zytnia	52.19966	22.23006	PL	78
Zytkiejmy	54.35305	22.69449	PL	85
Zyslawice	50.19328	20.51628	PL	84
Zyrzyn Dolny	51.5	22.08333	PL	75
Zyrzyn	51.49918	22.0917	PL	75
Zyrwiny	54.25916	23.11929	PL	81
Zyrowek	51.89917	20.95693	PL	78
Zyrow	51.88539	20.9689	PL	78
Zyrardow	52.0488	20.44599	PL	78
Zyrakow	50.08545	21.39622	PL	80
Zynie	50.45251	22.68955	PL	75
Zyndranowa	49.42496	21.71924	PL	80
Zyndaki	53.91555	21.17556	PL	00
Zylki	51.85052	22.50292	PL	75
Zyliny	54.08333	22.13333	PL	85
Zyliny	54.0747	22.78422	PL	81
Zylin Stary	52.15243	20.16598	PL	78
Zylin Nowy	52.16411	20.18678	PL	78
Zylin Folwark	52.15	20.16667	PL	74
Zygmunty	53.24697	22.82906	PL	81
Zygmunty	51.79026	21.66044	PL	78
Zygmunty	50.56341	22.91371	PL	75
Zygmuntowo	52.83512	20.25329	PL	78
Zygmuntowo	52.73309	21.51113	PL	78
Zygmuntowka	50.91667	21.4	PL	84
Zygmuntow	51.39953	20.56913	PL	78
Zygmuntow	50.97483	22.88507	PL	75
Jezioro Zygmunta Augusta	53.35099	22.90648	PL	81
Zydy	53.85	22.58333	PL	85
Zydy	51.55511	20.77312	PL	78
Zydowskie	49.466	21.48809	PL	80
Zydowo	54.31056	20.83917	PL	85
Zydowek	50.6047	20.63026	PL	84
Zydow	50.6	20.63333	PL	84
Zydow	50.1264	20.27753	PL	77
Zydomice	51.79349	20.27165	PL	74
Zyczyn	51.67305	21.73505	PL	78
Zyczanow	49.5	20.7	PL	77
Zyciny	50.6481	21.01865	PL	84
Zychy	51.10223	20.25164	PL	84
Zychowo	52.81278	20.16003	PL	78
Zychowki	50.92209	21.87496	PL	75
Zychorzyn	51.4338	20.53439	PL	78
Zybultowo	53.49831	20.17213	PL	85
Zwolenka	51.26667	21.81667	PL	78
Zwolen	51.35542	21.58768	PL	78
Zwola Stara	51.43048	21.76761	PL	78
Zwola Poduchowna	51.86981	21.87756	PL	78
Zwolaki	50.49793	22.32636	PL	80
Zwola	51.88158	21.8767	PL	78
Zwola	50.84392	21.28143	PL	84
Zwodne	50.68167	23.25858	PL	75
Zwir	52.21667	21.25	PL	78
Zwikiele	54.2	23.25	PL	81
