Jalelo	10.99746	42.96707	DJ	00
Bab el Mandeb	12.58333	43.35	DJ	02
Youkkouhour	11.73444	42.67611	DJ	00
Yoorein	11.93528	42.84806	DJ	00
Yo`oren	11.14972	42.14611	DJ	00
Yoboki	11.51139	42.10639	DJ	06
Yi`ib	11.48528	42.74	DJ	00
Yiddigille Afah	12.36896	42.40971	DJ	05
Yi`alou	12.45738	42.42673	DJ	05
Yi`ali	12.11088	42.90024	DJ	00
Yi`a	11.93194	42.10167	DJ	00
Yei	11.54944	42.9	DJ	07
Yew`e Douloul	12.5776	43.18523	DJ	04
Yaygori	12.22062	42.72628	DJ	05
Yaya	11.82944	43.06806	DJ	04
Yawli`i	12.10382	42.09449	DJ	00
Yaw`en Telentou	12.35598	43.35545	DJ	04
Yardigoble	11.08806	42.97667	DJ	00
Yardi	12.4012	42.89687	DJ	04
Yarde Madig	12.23875	42.98024	DJ	04
Yarde Madag	12.21108	43.16464	DJ	04
Yangoura Ma`our	12.17457	42.43028	DJ	05
Yangoulli	12.245	42.97414	DJ	04
Yangoulli	12.06921	42.40546	DJ	05
Yangoulli	12.02779	42.77809	DJ	04
Yangoulli	12.31643	42.53906	DJ	05
Yangouli Ya`oubem	12.18749	42.62125	DJ	05
Yangoulalissi	11.78111	42.69639	DJ	00
Yangoulalisse	12.23555	42.43571	DJ	05
Yangoulakkomah Bahari	11.18083	42.18833	DJ	00
Yangoula Koma	11.1625	42.19139	DJ	00
Yangoula Dalou`	11.6125	42.68167	DJ	00
Yangoulabbahi	12.37791	42.88538	DJ	04
Yangoula `Ale	11.6213	41.9172	DJ	06
Yamarougle	12.52382	42.99486	DJ	04
Yamarougle	11.92139	42.4175	DJ	00
Yalahtou	12.04083	42.20722	DJ	05
Ya`koubta	12.46202	43.31311	DJ	04
Yaguer	11.67306	42.08639	DJ	06
Yagali	12.29683	42.86733	DJ	04
Yaddigilli	11.68667	42.11444	DJ	00
Yabdi	11.92889	42.95361	DJ	00
Yabdi	11.92111	42.96	DJ	00
Yabe	11.27139	42.7225	DJ	00
Yaballou	12.32624	42.67557	DJ	05
Wuandi	12	42.83333	DJ	00
Wi`ta	12.52745	43.13038	DJ	04
Widdi	11.88333	42.18333	DJ	00
Ouerka	11.19139	42.815	DJ	00
Weri	12.09825	42.92773	DJ	04
Wer	11.79306	42.70028	DJ	00
We`imi Babbo`a	12.28689	42.68038	DJ	05
Oue`ima	12.3	42.68333	DJ	00
We`i Kori	12.1636	42.64333	DJ	05
We`i Kora	12.16165	43.20978	DJ	04
We`i Kora	12.5665	43.06437	DJ	04
Oued Ouea	11.66556	42.69833	DJ	00
Oue`a	11.50306	42.85528	DJ	07
Wayway	11.48333	43.18333	DJ	00
Ouai Ouai	11.43083	43.16278	DJ	00
Wayso	12.35207	42.90167	DJ	04
Waysah	12.22245	42.6541	DJ	05
Waydolali	12.20441	43.39993	DJ	04
Ouaidi`lou	11.29083	42.05417	DJ	06
Waydi`li Koma	11.23194	42.10306	DJ	00
Waydi`li	11.98556	42.55972	DJ	00
Waydedlou	11.9225	42.65306	DJ	00
Waydedlou	11.66528	42.59139	DJ	00
Waydedli San	11.64667	42.59194	DJ	00
